instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
223948805,874800,BANKEX25NOV65700PE,"BANKEX",0,2025-11-27,65700,0.05,30,PE,BFO-OPT,BFO
224300037,876172,BANKEX25NOV65700CE,"BANKEX",0,2025-11-27,65700,0.05,30,CE,BFO-OPT,BFO
223856901,874441,BANKEX25NOV64300PE,"BANKEX",0,2025-11-27,64300,0.05,30,PE,BFO-OPT,BFO
224235781,875921,BANKEX25NOV64300CE,"BANKEX",0,2025-11-27,64300,0.05,30,CE,BFO-OPT,BFO
224234245,875915,BANKEX25NOV65800CE,"BANKEX",0,2025-11-27,65800,0.05,30,CE,BFO-OPT,BFO
290964997,1136582,BANKEX25NOV73300CE,"BANKEX",0,2025-11-27,73300,0.05,30,CE,BFO-OPT,BFO
291009285,1136755,BANKEX25NOV73300PE,"BANKEX",0,2025-11-27,73300,0.05,30,PE,BFO-OPT,BFO
291020293,1136798,BANKEX25NOV73200CE,"BANKEX",0,2025-11-27,73200,0.05,30,CE,BFO-OPT,BFO
291073541,1137006,BANKEX25NOV73200PE,"BANKEX",0,2025-11-27,73200,0.05,30,PE,BFO-OPT,BFO
290454533,1134588,BANKEX25NOV73100PE,"BANKEX",0,2025-11-27,73100,0.05,30,PE,BFO-OPT,BFO
290508293,1134798,BANKEX25NOV73100CE,"BANKEX",0,2025-11-27,73100,0.05,30,CE,BFO-OPT,BFO
290458629,1134604,BANKEX25NOV73000CE,"BANKEX",0,2025-11-27,73000,0.05,30,CE,BFO-OPT,BFO
290492421,1134736,BANKEX25NOV73000PE,"BANKEX",0,2025-11-27,73000,0.05,30,PE,BFO-OPT,BFO
290198789,1133589,BANKEX25NOV72900CE,"BANKEX",0,2025-11-27,72900,0.05,30,CE,BFO-OPT,BFO
290226949,1133699,BANKEX25NOV72900PE,"BANKEX",0,2025-11-27,72900,0.05,30,PE,BFO-OPT,BFO
290231557,1133717,BANKEX25NOV72800CE,"BANKEX",0,2025-11-27,72800,0.05,30,CE,BFO-OPT,BFO
290313477,1134037,BANKEX25NOV72800PE,"BANKEX",0,2025-11-27,72800,0.05,30,PE,BFO-OPT,BFO
290219013,1133668,BANKEX25NOV72700PE,"BANKEX",0,2025-11-27,72700,0.05,30,PE,BFO-OPT,BFO
290318341,1134056,BANKEX25NOV72700CE,"BANKEX",0,2025-11-27,72700,0.05,30,CE,BFO-OPT,BFO
290127621,1133311,BANKEX25NOV72600CE,"BANKEX",0,2025-11-27,72600,0.05,30,CE,BFO-OPT,BFO
290149381,1133396,BANKEX25NOV72600PE,"BANKEX",0,2025-11-27,72600,0.05,30,PE,BFO-OPT,BFO
290118405,1133275,BANKEX25NOV72500PE,"BANKEX",0,2025-11-27,72500,0.05,30,PE,BFO-OPT,BFO
290182917,1133527,BANKEX25NOV72500CE,"BANKEX",0,2025-11-27,72500,0.05,30,CE,BFO-OPT,BFO
290122245,1133290,BANKEX25NOV72400CE,"BANKEX",0,2025-11-27,72400,0.05,30,CE,BFO-OPT,BFO
290143749,1133374,BANKEX25NOV72400PE,"BANKEX",0,2025-11-27,72400,0.05,30,PE,BFO-OPT,BFO
290110469,1133244,BANKEX25NOV72300PE,"BANKEX",0,2025-11-27,72300,0.05,30,PE,BFO-OPT,BFO
290145541,1133381,BANKEX25NOV72300CE,"BANKEX",0,2025-11-27,72300,0.05,30,CE,BFO-OPT,BFO
289920773,1132503,BANKEX25NOV72200CE,"BANKEX",0,2025-11-27,72200,0.05,30,CE,BFO-OPT,BFO
289959429,1132654,BANKEX25NOV72200PE,"BANKEX",0,2025-11-27,72200,0.05,30,PE,BFO-OPT,BFO
289966341,1132681,BANKEX25NOV72100CE,"BANKEX",0,2025-11-27,72100,0.05,30,CE,BFO-OPT,BFO
290011653,1132858,BANKEX25NOV72100PE,"BANKEX",0,2025-11-27,72100,0.05,30,PE,BFO-OPT,BFO
289906693,1132448,BANKEX25NOV72000CE,"BANKEX",0,2025-11-27,72000,0.05,30,CE,BFO-OPT,BFO
289946885,1132605,BANKEX25NOV72000PE,"BANKEX",0,2025-11-27,72000,0.05,30,PE,BFO-OPT,BFO
289987589,1132764,BANKEX25NOV71900CE,"BANKEX",0,2025-11-27,71900,0.05,30,CE,BFO-OPT,BFO
290032133,1132938,BANKEX25NOV71900PE,"BANKEX",0,2025-11-27,71900,0.05,30,PE,BFO-OPT,BFO
290041093,1132973,BANKEX25NOV71800CE,"BANKEX",0,2025-11-27,71800,0.05,30,CE,BFO-OPT,BFO
290081797,1133132,BANKEX25NOV71800PE,"BANKEX",0,2025-11-27,71800,0.05,30,PE,BFO-OPT,BFO
289973509,1132709,BANKEX25NOV71700CE,"BANKEX",0,2025-11-27,71700,0.05,30,CE,BFO-OPT,BFO
290019077,1132887,BANKEX25NOV71700PE,"BANKEX",0,2025-11-27,71700,0.05,30,PE,BFO-OPT,BFO
290024965,1132910,BANKEX25NOV71600CE,"BANKEX",0,2025-11-27,71600,0.05,30,CE,BFO-OPT,BFO
290067973,1133078,BANKEX25NOV71600PE,"BANKEX",0,2025-11-27,71600,0.05,30,PE,BFO-OPT,BFO
290006021,1132836,BANKEX25NOV71500PE,"BANKEX",0,2025-11-27,71500,0.05,30,PE,BFO-OPT,BFO
290078213,1133118,BANKEX25NOV71500CE,"BANKEX",0,2025-11-27,71500,0.05,30,CE,BFO-OPT,BFO
289463301,1130716,BANKEX25NOV71400CE,"BANKEX",0,2025-11-27,71400,0.05,30,CE,BFO-OPT,BFO
289477125,1130770,BANKEX25NOV71400PE,"BANKEX",0,2025-11-27,71400,0.05,30,PE,BFO-OPT,BFO
289428997,1130582,BANKEX25NOV71300PE,"BANKEX",0,2025-11-27,71300,0.05,30,PE,BFO-OPT,BFO
289479173,1130778,BANKEX25NOV71300CE,"BANKEX",0,2025-11-27,71300,0.05,30,CE,BFO-OPT,BFO
289458949,1130699,BANKEX25NOV71200CE,"BANKEX",0,2025-11-27,71200,0.05,30,CE,BFO-OPT,BFO
289474309,1130759,BANKEX25NOV71200PE,"BANKEX",0,2025-11-27,71200,0.05,30,PE,BFO-OPT,BFO
289475589,1130764,BANKEX25NOV71100CE,"BANKEX",0,2025-11-27,71100,0.05,30,CE,BFO-OPT,BFO
289491205,1130825,BANKEX25NOV71100PE,"BANKEX",0,2025-11-27,71100,0.05,30,PE,BFO-OPT,BFO
289453573,1130678,BANKEX25NOV71000CE,"BANKEX",0,2025-11-27,71000,0.05,30,CE,BFO-OPT,BFO
289470213,1130743,BANKEX25NOV71000PE,"BANKEX",0,2025-11-27,71000,0.05,30,PE,BFO-OPT,BFO
289120261,1129376,BANKEX25NOV70900PE,"BANKEX",0,2025-11-27,70900,0.05,30,PE,BFO-OPT,BFO
289216517,1129752,BANKEX25NOV70900CE,"BANKEX",0,2025-11-27,70900,0.05,30,CE,BFO-OPT,BFO
289126149,1129399,BANKEX25NOV70800CE,"BANKEX",0,2025-11-27,70800,0.05,30,CE,BFO-OPT,BFO
289153029,1129504,BANKEX25NOV70800PE,"BANKEX",0,2025-11-27,70800,0.05,30,PE,BFO-OPT,BFO
289112837,1129347,BANKEX25NOV70700PE,"BANKEX",0,2025-11-27,70700,0.05,30,PE,BFO-OPT,BFO
289155845,1129515,BANKEX25NOV70700CE,"BANKEX",0,2025-11-27,70700,0.05,30,CE,BFO-OPT,BFO
289117445,1129365,BANKEX25NOV70600CE,"BANKEX",0,2025-11-27,70600,0.05,30,CE,BFO-OPT,BFO
289145605,1129475,BANKEX25NOV70600PE,"BANKEX",0,2025-11-27,70600,0.05,30,PE,BFO-OPT,BFO
289149189,1129489,BANKEX25NOV70500CE,"BANKEX",0,2025-11-27,70500,0.05,30,CE,BFO-OPT,BFO
289173509,1129584,BANKEX25NOV70500PE,"BANKEX",0,2025-11-27,70500,0.05,30,PE,BFO-OPT,BFO
289139205,1129450,BANKEX25NOV70400PE,"BANKEX",0,2025-11-27,70400,0.05,30,PE,BFO-OPT,BFO
289237765,1129835,BANKEX25NOV70400CE,"BANKEX",0,2025-11-27,70400,0.05,30,CE,BFO-OPT,BFO
289143045,1129465,BANKEX25NOV70300CE,"BANKEX",0,2025-11-27,70300,0.05,30,CE,BFO-OPT,BFO
289167109,1129559,BANKEX25NOV70300PE,"BANKEX",0,2025-11-27,70300,0.05,30,PE,BFO-OPT,BFO
227531269,888794,BANKEX25NOV70200PE,"BANKEX",0,2025-11-27,70200,0.05,30,PE,BFO-OPT,BFO
227631621,889186,BANKEX25NOV70200CE,"BANKEX",0,2025-11-27,70200,0.05,30,CE,BFO-OPT,BFO
227539973,888828,BANKEX25NOV70100CE,"BANKEX",0,2025-11-27,70100,0.05,30,CE,BFO-OPT,BFO
227595013,889043,BANKEX25NOV70100PE,"BANKEX",0,2025-11-27,70100,0.05,30,PE,BFO-OPT,BFO
227518213,888743,BANKEX25NOV70000PE,"BANKEX",0,2025-11-27,70000,0.05,30,PE,BFO-OPT,BFO
227604485,889080,BANKEX25NOV70000CE,"BANKEX",0,2025-11-27,70000,0.05,30,CE,BFO-OPT,BFO
227365637,888147,BANKEX25NOV69900PE,"BANKEX",0,2025-11-27,69900,0.05,30,PE,BFO-OPT,BFO
227442693,888448,BANKEX25NOV69900CE,"BANKEX",0,2025-11-27,69900,0.05,30,CE,BFO-OPT,BFO
227369477,888162,BANKEX25NOV69800CE,"BANKEX",0,2025-11-27,69800,0.05,30,CE,BFO-OPT,BFO
227415813,888343,BANKEX25NOV69800PE,"BANKEX",0,2025-11-27,69800,0.05,30,PE,BFO-OPT,BFO
227422725,888370,BANKEX25NOV69700CE,"BANKEX",0,2025-11-27,69700,0.05,30,CE,BFO-OPT,BFO
227463685,888530,BANKEX25NOV69700PE,"BANKEX",0,2025-11-27,69700,0.05,30,PE,BFO-OPT,BFO
227357445,888115,BANKEX25NOV69600CE,"BANKEX",0,2025-11-27,69600,0.05,30,CE,BFO-OPT,BFO
227399173,888278,BANKEX25NOV69600PE,"BANKEX",0,2025-11-27,69600,0.05,30,PE,BFO-OPT,BFO
227223557,887592,BANKEX25NOV69500CE,"BANKEX",0,2025-11-27,69500,0.05,30,CE,BFO-OPT,BFO
227259397,887732,BANKEX25NOV69500PE,"BANKEX",0,2025-11-27,69500,0.05,30,PE,BFO-OPT,BFO
227170821,887386,BANKEX25NOV69400CE,"BANKEX",0,2025-11-27,69400,0.05,30,CE,BFO-OPT,BFO
227204101,887516,BANKEX25NOV69400PE,"BANKEX",0,2025-11-27,69400,0.05,30,PE,BFO-OPT,BFO
227211269,887544,BANKEX25NOV69300CE,"BANKEX",0,2025-11-27,69300,0.05,30,CE,BFO-OPT,BFO
227248133,887688,BANKEX25NOV69300PE,"BANKEX",0,2025-11-27,69300,0.05,30,PE,BFO-OPT,BFO
227193605,887475,BANKEX25NOV69200PE,"BANKEX",0,2025-11-27,69200,0.05,30,PE,BFO-OPT,BFO
227254789,887714,BANKEX25NOV69200CE,"BANKEX",0,2025-11-27,69200,0.05,30,CE,BFO-OPT,BFO
227199749,887499,BANKEX25NOV69100CE,"BANKEX",0,2025-11-27,69100,0.05,30,CE,BFO-OPT,BFO
227238149,887649,BANKEX25NOV69100PE,"BANKEX",0,2025-11-27,69100,0.05,30,PE,BFO-OPT,BFO
227030021,886836,BANKEX25NOV69000CE,"BANKEX",0,2025-11-27,69000,0.05,30,CE,BFO-OPT,BFO
227083013,887043,BANKEX25NOV69000PE,"BANKEX",0,2025-11-27,69000,0.05,30,PE,BFO-OPT,BFO
226737669,885694,BANKEX25NOV68900CE,"BANKEX",0,2025-11-27,68900,0.05,30,CE,BFO-OPT,BFO
226745093,885723,BANKEX25NOV68900PE,"BANKEX",0,2025-11-27,68900,0.05,30,PE,BFO-OPT,BFO
226763269,885794,BANKEX25NOV68800CE,"BANKEX",0,2025-11-27,68800,0.05,30,CE,BFO-OPT,BFO
226772997,885832,BANKEX25NOV68800PE,"BANKEX",0,2025-11-27,68800,0.05,30,PE,BFO-OPT,BFO
226695685,885530,BANKEX25NOV68700PE,"BANKEX",0,2025-11-27,68700,0.05,30,PE,BFO-OPT,BFO
226735109,885684,BANKEX25NOV68700CE,"BANKEX",0,2025-11-27,68700,0.05,30,CE,BFO-OPT,BFO
226712837,885597,BANKEX25NOV68600CE,"BANKEX",0,2025-11-27,68600,0.05,30,CE,BFO-OPT,BFO
226732037,885672,BANKEX25NOV68600PE,"BANKEX",0,2025-11-27,68600,0.05,30,PE,BFO-OPT,BFO
225711365,881685,BANKEX25NOV68500PE,"BANKEX",0,2025-11-27,68500,0.05,30,PE,BFO-OPT,BFO
226494469,884744,BANKEX25NOV68500CE,"BANKEX",0,2025-11-27,68500,0.05,30,CE,BFO-OPT,BFO
225757957,881867,BANKEX25NOV68400CE,"BANKEX",0,2025-11-27,68400,0.05,30,CE,BFO-OPT,BFO
226412549,884424,BANKEX25NOV68400PE,"BANKEX",0,2025-11-27,68400,0.05,30,PE,BFO-OPT,BFO
225624325,881345,BANKEX25NOV68300PE,"BANKEX",0,2025-11-27,68300,0.05,30,PE,BFO-OPT,BFO
226450949,884574,BANKEX25NOV68300CE,"BANKEX",0,2025-11-27,68300,0.05,30,CE,BFO-OPT,BFO
225661957,881492,BANKEX25NOV68200CE,"BANKEX",0,2025-11-27,68200,0.05,30,CE,BFO-OPT,BFO
225950213,882618,BANKEX25NOV68200PE,"BANKEX",0,2025-11-27,68200,0.05,30,PE,BFO-OPT,BFO
224870149,878399,BANKEX25NOV68100CE,"BANKEX",0,2025-11-27,68100,0.05,30,CE,BFO-OPT,BFO
224910341,878556,BANKEX25NOV68100PE,"BANKEX",0,2025-11-27,68100,0.05,30,PE,BFO-OPT,BFO
224655877,877562,BANKEX25NOV68000PE,"BANKEX",0,2025-11-27,68000,0.05,30,PE,BFO-OPT,BFO
224683525,877670,BANKEX25NOV68000CE,"BANKEX",0,2025-11-27,68000,0.05,30,CE,BFO-OPT,BFO
224497157,876942,BANKEX25NOV67900PE,"BANKEX",0,2025-11-27,67900,0.05,30,PE,BFO-OPT,BFO
224540165,877110,BANKEX25NOV67900CE,"BANKEX",0,2025-11-27,67900,0.05,30,CE,BFO-OPT,BFO
224508421,876986,BANKEX25NOV67800PE,"BANKEX",0,2025-11-27,67800,0.05,30,PE,BFO-OPT,BFO
224513285,877005,BANKEX25NOV67800CE,"BANKEX",0,2025-11-27,67800,0.05,30,CE,BFO-OPT,BFO
224520965,877035,BANKEX25NOV67700CE,"BANKEX",0,2025-11-27,67700,0.05,30,CE,BFO-OPT,BFO
224570373,877228,BANKEX25NOV67700PE,"BANKEX",0,2025-11-27,67700,0.05,30,PE,BFO-OPT,BFO
223717125,873895,BANKEX25NOV67600PE,"BANKEX",0,2025-11-27,67600,0.05,30,PE,BFO-OPT,BFO
223744517,874002,BANKEX25NOV67600CE,"BANKEX",0,2025-11-27,67600,0.05,30,CE,BFO-OPT,BFO
223817989,874289,BANKEX25NOV67500CE,"BANKEX",0,2025-11-27,67500,0.05,30,CE,BFO-OPT,BFO
224209157,875817,BANKEX25NOV67500PE,"BANKEX",0,2025-11-27,67500,0.05,30,PE,BFO-OPT,BFO
223959301,874841,BANKEX25NOV67400PE,"BANKEX",0,2025-11-27,67400,0.05,30,PE,BFO-OPT,BFO
224303365,876185,BANKEX25NOV67400CE,"BANKEX",0,2025-11-27,67400,0.05,30,CE,BFO-OPT,BFO
223695621,873811,BANKEX25NOV67300CE,"BANKEX",0,2025-11-27,67300,0.05,30,CE,BFO-OPT,BFO
224098053,875383,BANKEX25NOV67300PE,"BANKEX",0,2025-11-27,67300,0.05,30,PE,BFO-OPT,BFO
223805445,874240,BANKEX25NOV67200PE,"BANKEX",0,2025-11-27,67200,0.05,30,PE,BFO-OPT,BFO
224192773,875753,BANKEX25NOV67200CE,"BANKEX",0,2025-11-27,67200,0.05,30,CE,BFO-OPT,BFO
223879173,874528,BANKEX25NOV67100PE,"BANKEX",0,2025-11-27,67100,0.05,30,PE,BFO-OPT,BFO
223914757,874667,BANKEX25NOV67100CE,"BANKEX",0,2025-11-27,67100,0.05,30,CE,BFO-OPT,BFO
223684613,873768,BANKEX25NOV67000PE,"BANKEX",0,2025-11-27,67000,0.05,30,PE,BFO-OPT,BFO
224055813,875218,BANKEX25NOV67000CE,"BANKEX",0,2025-11-27,67000,0.05,30,CE,BFO-OPT,BFO
223903493,874623,BANKEX25NOV66900CE,"BANKEX",0,2025-11-27,66900,0.05,30,CE,BFO-OPT,BFO
224286981,876121,BANKEX25NOV66900PE,"BANKEX",0,2025-11-27,66900,0.05,30,PE,BFO-OPT,BFO
223705605,873850,BANKEX25NOV66800CE,"BANKEX",0,2025-11-27,66800,0.05,30,CE,BFO-OPT,BFO
224116997,875457,BANKEX25NOV66800PE,"BANKEX",0,2025-11-27,66800,0.05,30,PE,BFO-OPT,BFO
223782149,874149,BANKEX25NOV66700CE,"BANKEX",0,2025-11-27,66700,0.05,30,CE,BFO-OPT,BFO
224178693,875698,BANKEX25NOV66700PE,"BANKEX",0,2025-11-27,66700,0.05,30,PE,BFO-OPT,BFO
223894277,874587,BANKEX25NOV66600PE,"BANKEX",0,2025-11-27,66600,0.05,30,PE,BFO-OPT,BFO
224265221,876036,BANKEX25NOV66600CE,"BANKEX",0,2025-11-27,66600,0.05,30,CE,BFO-OPT,BFO
224024069,875094,BANKEX25NOV66500PE,"BANKEX",0,2025-11-27,66500,0.05,30,PE,BFO-OPT,BFO
224334597,876307,BANKEX25NOV66500CE,"BANKEX",0,2025-11-27,66500,0.05,30,CE,BFO-OPT,BFO
223771397,874107,BANKEX25NOV66400PE,"BANKEX",0,2025-11-27,66400,0.05,30,PE,BFO-OPT,BFO
224158981,875621,BANKEX25NOV66400CE,"BANKEX",0,2025-11-27,66400,0.05,30,CE,BFO-OPT,BFO
223840005,874375,BANKEX25NOV66300PE,"BANKEX",0,2025-11-27,66300,0.05,30,PE,BFO-OPT,BFO
223868165,874485,BANKEX25NOV66300CE,"BANKEX",0,2025-11-27,66300,0.05,30,CE,BFO-OPT,BFO
223986437,874947,BANKEX25NOV66200CE,"BANKEX",0,2025-11-27,66200,0.05,30,CE,BFO-OPT,BFO
224324613,876268,BANKEX25NOV66200PE,"BANKEX",0,2025-11-27,66200,0.05,30,PE,BFO-OPT,BFO
223745797,874007,BANKEX25NOV66100CE,"BANKEX",0,2025-11-27,66100,0.05,30,CE,BFO-OPT,BFO
224150021,875586,BANKEX25NOV66100PE,"BANKEX",0,2025-11-27,66100,0.05,30,PE,BFO-OPT,BFO
223819525,874295,BANKEX25NOV66000CE,"BANKEX",0,2025-11-27,66000,0.05,30,CE,BFO-OPT,BFO
224210949,875824,BANKEX25NOV66000PE,"BANKEX",0,2025-11-27,66000,0.05,30,PE,BFO-OPT,BFO
223740677,873987,BANKEX25NOV65900CE,"BANKEX",0,2025-11-27,65900,0.05,30,CE,BFO-OPT,BFO
224145669,875569,BANKEX25NOV65900PE,"BANKEX",0,2025-11-27,65900,0.05,30,PE,BFO-OPT,BFO
223854853,874433,BANKEX25NOV65800PE,"BANKEX",0,2025-11-27,65800,0.05,30,PE,BFO-OPT,BFO
223951877,874812,BANKEX25NOV64200PE,"BANKEX",0,2025-11-27,64200,0.05,30,PE,BFO-OPT,BFO
224009733,875038,BANKEX25NOV64200CE,"BANKEX",0,2025-11-27,64200,0.05,30,CE,BFO-OPT,BFO
223731205,873950,BANKEX25NOV64100PE,"BANKEX",0,2025-11-27,64100,0.05,30,PE,BFO-OPT,BFO
224126725,875495,BANKEX25NOV64100CE,"BANKEX",0,2025-11-27,64100,0.05,30,CE,BFO-OPT,BFO
223830021,874336,BANKEX25NOV64000CE,"BANKEX",0,2025-11-27,64000,0.05,30,CE,BFO-OPT,BFO
224225797,875882,BANKEX25NOV64000PE,"BANKEX",0,2025-11-27,64000,0.05,30,PE,BFO-OPT,BFO
223725317,873927,BANKEX25NOV63900PE,"BANKEX",0,2025-11-27,63900,0.05,30,PE,BFO-OPT,BFO
223754757,874042,BANKEX25NOV63900CE,"BANKEX",0,2025-11-27,63900,0.05,30,CE,BFO-OPT,BFO
223824901,874316,BANKEX25NOV63800CE,"BANKEX",0,2025-11-27,63800,0.05,30,CE,BFO-OPT,BFO
224219397,875857,BANKEX25NOV63800PE,"BANKEX",0,2025-11-27,63800,0.05,30,PE,BFO-OPT,BFO
223978501,874916,BANKEX25NOV63700PE,"BANKEX",0,2025-11-27,63700,0.05,30,PE,BFO-OPT,BFO
224315141,876231,BANKEX25NOV63700CE,"BANKEX",0,2025-11-27,63700,0.05,30,CE,BFO-OPT,BFO
223702789,873839,BANKEX25NOV63600CE,"BANKEX",0,2025-11-27,63600,0.05,30,CE,BFO-OPT,BFO
224112389,875439,BANKEX25NOV63600PE,"BANKEX",0,2025-11-27,63600,0.05,30,PE,BFO-OPT,BFO
223813893,874273,BANKEX25NOV63500PE,"BANKEX",0,2025-11-27,63500,0.05,30,PE,BFO-OPT,BFO
224200197,875782,BANKEX25NOV63500CE,"BANKEX",0,2025-11-27,63500,0.05,30,CE,BFO-OPT,BFO
223889413,874568,BANKEX25NOV63400PE,"BANKEX",0,2025-11-27,63400,0.05,30,PE,BFO-OPT,BFO
223935749,874749,BANKEX25NOV63400CE,"BANKEX",0,2025-11-27,63400,0.05,30,CE,BFO-OPT,BFO
223693829,873804,BANKEX25NOV63300PE,"BANKEX",0,2025-11-27,63300,0.05,30,PE,BFO-OPT,BFO
224068613,875268,BANKEX25NOV63300CE,"BANKEX",0,2025-11-27,63300,0.05,30,CE,BFO-OPT,BFO
223795973,874203,BANKEX25NOV63200CE,"BANKEX",0,2025-11-27,63200,0.05,30,CE,BFO-OPT,BFO
224191493,875748,BANKEX25NOV63200PE,"BANKEX",0,2025-11-27,63200,0.05,30,PE,BFO-OPT,BFO
223866117,874477,BANKEX25NOV63100CE,"BANKEX",0,2025-11-27,63100,0.05,30,CE,BFO-OPT,BFO
224254213,875993,BANKEX25NOV63100PE,"BANKEX",0,2025-11-27,63100,0.05,30,PE,BFO-OPT,BFO
223675141,873731,BANKEX25NOV63000CE,"BANKEX",0,2025-11-27,63000,0.05,30,CE,BFO-OPT,BFO
224050949,875199,BANKEX25NOV63000PE,"BANKEX",0,2025-11-27,63000,0.05,30,PE,BFO-OPT,BFO
223901189,874614,BANKEX25NOV62900PE,"BANKEX",0,2025-11-27,62900,0.05,30,PE,BFO-OPT,BFO
224273925,876070,BANKEX25NOV62900CE,"BANKEX",0,2025-11-27,62900,0.05,30,CE,BFO-OPT,BFO
223670789,873714,BANKEX25NOV62800CE,"BANKEX",0,2025-11-27,62800,0.05,30,CE,BFO-OPT,BFO
224041221,875161,BANKEX25NOV62800PE,"BANKEX",0,2025-11-27,62800,0.05,30,PE,BFO-OPT,BFO
223778821,874136,BANKEX25NOV62700PE,"BANKEX",0,2025-11-27,62700,0.05,30,PE,BFO-OPT,BFO
224167173,875653,BANKEX25NOV62700CE,"BANKEX",0,2025-11-27,62700,0.05,30,CE,BFO-OPT,BFO
223851525,874420,BANKEX25NOV62600PE,"BANKEX",0,2025-11-27,62600,0.05,30,PE,BFO-OPT,BFO
223876101,874516,BANKEX25NOV62600CE,"BANKEX",0,2025-11-27,62600,0.05,30,CE,BFO-OPT,BFO
224000773,875003,BANKEX25NOV62500CE,"BANKEX",0,2025-11-27,62500,0.05,30,CE,BFO-OPT,BFO
